1519426740,10131,4.82679666
1519426680,10119.99,4.65276234
1519426620,10091.38,5.286641229999999
1519426560,10085.02,3.31451197
1519426500,10085.02,2.0635559799999994
1519426440,10085.02,3.76692533
1519426380,10085.01,0.46424501
1519426320,10085.01,1.13109664
1519426260,10085.02,4.671326750000002
1519426200,10085.01,3.3155356199999995
1519426140,10085.02,2.59886711
1519426080,10069.89,4.81883138
1519426020,10050,3.1957393
1519425960,10040,7.52518625
1519425900,10030,3.9939132299999995
1519425840,10028.01,0.94522218
1519425780,10023.78,4.68134549
1519425720,10019.99,1.7104554500000004
1519425660,10022.99,3.47951737
1519425600,10020,2.0455929
1519425540,10010,1.09509525
1519425480,10007,2.11467076
1519425420,10000,4.50656846
1519425360,9995.57,1.4367944200000002
1519425300,10001.08,1.6459082500000002
1519425240,10001.12,3.5240064599999994
1519425180,10009.8,1.0583026999999998
1519425120,10009.8,1.6912925799999998
1519425060,10009.99,4.243219610000001
1519425000,10022.99,1.56245364
1519424940,10019.79,2.14318305
1519424880,10010.01,2.50741467
1519424820,10010.01,0.9918588299999999
1519424760,10019.69,0.8203241800000001
1519424700,10025,1.7795248500000003
1519424640,10024.99,1.6371301600000003
1519424580,10038.9,11.46949122
1519424520,10020,3.5701037399999995
1519424460,10000.13,4.1703847
1519424400,10000.12,1.05886322
1519424340,10000.13,2.45102929
1519424280,9998.99,3.4077292999999997
1519424220,9991.12,7.74934865
1519424160,9990,10.14827877
1519424100,9969.68,7.179884670000001
1519424040,9969.68,1.0290873699999998
1519423980,9961.84,1.2944753400000002
1519423920,9975,1.0015261899999999
1519423860,9970,0.82760728
1519423800,9975,2.5781317499999994
1519423740,9980,4.34822145
1519423680,9980,0.7050511199999999
1519423620,9980,0.82560802
1519423560,9969.96,0.9847144299999999
1519423500,9946.19,2.25594848
1519423440,9959.09,1.49612843
1519423380,9957.69,0.46956776999999994
1519423320,9944.06,3.16139964
1519423260,9920.01,3.961576649999999
1519423200,9920.01,0.89857164
1519423140,9940.01,3.6296905399999995
1519423080,9940.01,13.068538610000001
1519423020,9940.01,2.8014150499999997
1519422960,9940.01,0.85605727
1519422900,9944.05,2.42992718
1519422840,9944.06,2.8644987699999995
1519422780,9945.01,4.469129629999999
1519422720,9945.01,1.09815185
1519422660,9945.01,1.6004939200000001
1519422600,9953.34,5.599270479999999
1519422540,9969.01,3.4177317800000004
1519422480,9975.51,5.097988880000001
1519422420,9975.01,2.47177994
1519422360,9988.96,1.4857582599999999
1519422300,9982,0.35210537000000003
1519422240,9980.01,1.5100221600000001
1519422180,9989.95,1.41095301
1519422120,9989.26,0.9618157300000001
1519422060,9989.26,1.90502064
1519422000,9970,0.50976815
1519421940,9970.01,0.65615912
1519421880,9972.47,3.1091559699999998
1519421820,9976.89,6.24454375
1519421760,9959.37,0.41081479
1519421700,9970.01,2.1351549700000003
1519421640,9960.01,3.4902013199999993
1519421580,9995,16.10275582
1519421520,9983.15,3.30504169
1519421460,9983.14,1.55438782
1519421400,9972.01,1.95169736
1519421340,10000.01,0.5107977300000001
1519421280,10000.01,1.1180053900000002
1519421220,10007.88,2.40392434
1519421160,9999.99,2.9413605199999995
1519421100,9980.01,2.24241382
1519421040,9980.01,1.21421347
1519420980,9980,1.4451624500000004
1519420920,9999.99,3.059522390000001
1519420860,9993.99,7.625770799999999
1519420800,9989.99,2.49707129
1519420740,9976.53,2.3203181600000002
1519420680,9950.93,6.5824129
1519420620,9950.93,12.47561665
1519420560,9950.93,1.58408279
1519420500,9950.94,0.47858591
1519420440,9950.93,6.83367553
1519420380,9960.01,6.614678200000002
1519420320,9960.01,1.81566733
1519420260,9960.01,2.93256173
1519420200,9960.01,1.18727988
1519420140,9960,1.30200268
1519420080,9960.01,2.51774085
1519420020,9971.23,2.2304875500000003
1519419960,9989.14,3.5258667200000002
1519419900,9990.8,4.890284050000001
1519419840,9989.15,1.1793074399999999
1519419780,9975.01,7.7384344800000004
1519419720,9999.99,3.06904601
1519419660,10000,3.1574973800000006
1519419600,9975,0.88417241
1519419540,9999.03,2.5243205100000004
1519419480,9995.03,1.3664795500000002
1519419420,9995.02,5.1003452000000005
1519419360,9999,5.648287819999999
1519419300,9985.01,4.77250662
1519419240,9965,2.64476828
1519419180,9960.01,5.229990229999999
1519419120,9950.8,6.268429790000001
1519419060,9950.79,1.3453685700000002
1519419000,9950.79,5.798765449999999
1519418940,9950.8,1.94078358
1519418880,9950.8,1.29180443
1519418820,9950.8,1.2623054
1519418760,9950.8,1.4818785899999998
1519418700,9950.79,3.052395220000001
1519418640,9950.8,3.74728192
1519418580,9950.01,1.1471597699999998
1519418520,9955,3.8543869600000007
1519418460,9960,7.9001433599999995
1519418400,9974.51,1.6404165799999997
1519418340,9974.99,7.98012988
1519418280,9959.98,10.147865459999998
1519418220,9949.99,4.06074219
1519418160,9949.99,1.7122266700000002
1519418100,9949.98,2.80649837
1519418040,9939.99,8.869871059999998
1519417980,9928.32,1.85053306
1519417920,9928.32,0.8545628
1519417860,9916.1,1.4965567700000002
1519417800,9929.99,2.6046156899999993
1519417740,9929.99,3.23300283
1519417680,9930,1.35379165
1519417620,9929,3.9485129199999998
1519417560,9909.66,6.999413239999999
1519417500,9900.02,3.4830238199999997
1519417440,9912.02,6.44992489
1519417380,9930.03,1.7143466200000002
1519417320,9927.36,2.13759607
1519417260,9934.18,3.71720968
1519417200,9915.05,3.64933544
1519417140,9910,8.805105889999998
1519417080,9910.01,7.785039650000001
1519417020,9915.02,3.77534467
1519416960,9931.98,7.138389540000001
1519416900,9931.99,3.0103904999999997
1519416840,9930,1.45969871
1519416780,9930,2.34534795
1519416720,9924.96,2.2901254099999995
1519416660,9915,5.88763449
1519416600,9900.16,6.77331847
1519416540,9911.26,6.2190342900000015
1519416480,9920,8.19687893
1519416420,9943.6,10.64696494
1519416360,9947.49,6.629366859999999
1519416300,9947.5,2.5692353199999998
1519416240,9926.95,6.0535384699999994
1519416180,9974,25.403557110000005
1519416120,10033.8,7.48449743
1519416060,10037.96,1.39320055
1519416000,10033.81,1.0701796399999999
1519415940,10046.37,1.13720792
1519415880,10045,1.4185626199999999
1519415820,10039,0.3099458399999999
1519415760,10038,2.91895281
1519415700,10029.93,3.5655705299999996
1519415640,10039.01,1.3955766699999999
1519415580,10050,1.29232976
1519415520,10074.99,3.1982617899999997
1519415460,10075,0.38405529
1519415400,10065.58,0.58172438
1519415340,10062.31,5.7799840599999985
1519415280,10097.8,6.607019270000002
1519415220,10062.02,2.3628674500000004
1519415160,10062.01,0.95799021
1519415100,10069.67,4.27474202
1519415040,10051.02,2.4780344
1519414980,10058.32,0.5244782400000001
1519414920,10030,2.08912268
1519414860,10040,1.92026815
1519414800,10050,4.20212395
1519414740,10040,11.8162959
1519414680,10040,1.0897330799999998
1519414620,10053.48,7.615132859999999
1519414560,10015.01,5.0977007699999985
1519414500,10028.22,7.07057557
1519414440,10085.01,15.810623300000003
1519414380,10125,2.5998726300000006
1519414320,10130.11,4.4922163699999995
1519414260,10158.99,2.07384186
1519414200,10164.99,2.14222758
1519414140,10175,1.8377063100000002
1519414080,10174.99,0.30258025
1519414020,10174.99,1.3499611799999998
1519413960,10174.99,0.61539964
1519413900,10179.99,0.9389886799999999
1519413840,10188.99,0.50597877
1519413780,10189,3.60715889
1519413720,10189,1.3072188200000001
1519413660,10172.38,0.8036844
1519413600,10172.37,0.95104652
1519413540,10166.11,2.3040863700000003
1519413480,10167.98,5.95087627
1519413420,10167.99,1.46457551
1519413360,10150,1.5353492599999998
1519413300,10151,1.76512275
1519413240,10164.42,1.26808891
1519413180,10188.27,0.75729956
1519413120,10188.27,0.88920977
1519413060,10188.27,1.16979903
1519413000,10209.7,2.8817046599999996
1519412940,10209.69,0.5844
1519412880,10209.7,1.4904379300000001
1519412820,10209.7,1.3314915699999998
1519412760,10209.69,1.72123429
1519412700,10209.69,1.01075
1519412640,10209.7,1.2632805800000002
1519412580,10209.7,2.8701619800000002
1519412520,10209.69,1.1435254499999998
1519412460,10209.7,1.20663143
1519412400,10209.7,0.63562342
1519412340,10209.7,1.5243677900000001
1519412280,10206.6,2.2630497999999997
1519412220,10200,2.82324222
1519412160,10195.84,1.74119016
1519412100,10195.84,0.8015349199999999
1519412040,10195.8,3.40715411
1519411980,10186.89,0.56831689
1519411920,10173.01,7.347372879999999
1519411860,10183.51,7.48597352
1519411800,10173,4.37867756
1519411740,10142.01,1.3309284
1519411680,10142,0.87323955
1519411620,10142.37,5.552768400000001
1519411560,10145.01,5.40442407
1519411500,10145.01,0.56007434
1519411440,10146.72,0.23699213000000002
1519411380,10147.01,1.83354033
1519411320,10150,5.216868330000001
1519411260,10150.01,4.013140590000001
1519411200,10175.22,19.259721570000004
1519411140,10155,3.43413605
1519411080,10181,2.9351583999999997
1519411020,10190,1.9567887800000001
1519410960,10209.28,2.3785254099999995
1519410900,10206.67,3.11293695
1519410840,10207.89,2.6732881099999997
1519410780,10204.86,2.1239211900000003
1519410720,10218,2.71745505
1519410660,10204.35,2.8529861100000002
1519410600,10198.7,1.9060705800000004
1519410540,10190,5.45197942
1519410480,10180.1,2.6856172899999997
1519410420,10179.59,0.92667582
1519410360,10183,2.1116975
1519410300,10201.44,7.28690195
1519410240,10201.44,4.51768448
1519410180,10203.47,2.34070746
1519410120,10203.48,0.9857419099999999
1519410060,10201.45,2.83977443
1519410000,10201.44,0.72390146
1519409940,10201.45,2.26199041
1519409880,10201.45,3.635729080000001
1519409820,10201.45,1.3995682900000002
1519409760,10182.41,7.78958501
1519409700,10193.86,4.06109939
1519409640,10218.29,2.85079774
